text,label,split
"I watched this film with a bunch of friends at a Halloween party last night. I got to say that the sarcastic comments were never ending and I have to say that they were well deserved. Though I felt that the directing was done well, the craziness in their dialogue is just a little too much cheese. I think I got about an hour into this before I even started to realize what it was the point was that they were trying to drive home. You catch on pretty quick that this whole family is pretty quirky and something is off about them, it's just a little too slow. This movie could easily have been about 45 minutes and been a lot better. The only thing that made it bearable was the two bottles of wine that I downed during the course of the flick. Bring on the slasher films folks, because at least I know what to expect out of them. This was not my thing, too much dark humour, and the subject material of cannibalism was a bit explicit and gross. I have to say that Randy Quaid played the part as well as it could have been, and I will give him props for that as I normally see him as a drunken goofball or a washed out fighter pilot who likes to kill aliens. In conclusion I give this horror/comedy film a very generous 3 out of 10.",0,test
"I loved The Real Mc Coys (1957-1963) It is too bad that Lydia Reed has decided to be forgotten and not appear. She was excellent in the show. Of course Walter Brennan was great as well as Tony Martínez. I loved it when he called Amos Señor Grampa.I have purchased Season I on DVD and I cannot wait to buy Seasons 2-6.If only there would be more shows on television like this one, everything would be better. This show appeared briefly in the summer of 1999 but then disappeared. God bless all the departed members of the cast and please,Llydia Reed, make yourself known again to the public. You are loved and respected. The Real Mc Coys will live forever.",1,train
"""Bon Voyage"" has the fast pace that in some ways reminds me of the Indiana Jones/Star Wars films -- it's as if you're on a fast train or roller coaster. It's billed as a romance, mystery, thriller, and farce; it's all of that and more including candid observations on the reactions of French society during the Nazi invasion at the start of WWII. And it's also an exhibition of juggling that involves 7 main characters. The scenes all seemed historically accurate (to my eyes) and gave an excellent feeling for the period. All of the actors were well cast and gave great performances but IMO the most superb was that by Isabelle Adjani who played the role of an opportunistic, self-centered French movie star; not only did she quite convincingly play the role of a young actress perhaps half her age but she also played her amorous wiles convincingly yet in such a way that the audience sees she's only half serious and more complex as a person than just a gold digger. Her character and energy propel the film through from beginning to end. It wasn't until I read Roger Ebert's review that I discovered she was 48 years old at the time of the film. What beauty!! I appreciated the ending -- it's satisfying but lets you write your own conclusion as to what happens to the main characters. As another User Commenter observed -- do NOT arrive late; you need to be there from the opening scene. Good advice. I gave it 9 of 10.",1,test
"Low budget ""films"" like this just give me hope as an aspiring screenwriter. In other words, if there are people out there who are willing to finance a piece of schlock like this, than there's certainly much more than a glimmer of hope for someone like myself who can actually write stories. This film is right up there, or should I say ""down there"" with the Ed Wood's of the world. The story, if you can call it that, and the dialog, not to mention the sophomoric acting, is a travesty toward the genre itself. Someone should have driven a stake through this stinker while it was still just on paper. It follows that since literature has pretty much been killed off, that film should follow. In order to have a good or even just passable movie, you must have at the very least decent writing. The legendary Curt Siodmak springs to mind. They used a lot of his stories for low budget films way back when but they still come off today as good, serious entertainment, i.e. ""Donavan's Brain"". The cast for this ""work"" should seriously consider going back to work at their respective hamburger joints or shoe stores and forget about any future feeble attempts at appearing in front of a camera. Avoid this one like the plague itself!!!",0,test
"2005 gave us the very decent ""gore porn"" flick Hostel, and 2006 gave us Live Feed; a not so decent rip-off of Hostel. Live Feed follows pretty much the same formula as Eli Roth's earlier film, except this time the dumb kids are in Asia rather than central Europe. The plot focuses on these dumb kids, and one of them has annoyed one of the locals so they find themselves in trouble. The locals decide to lock them all in a theatre, and kill them. Despite the fact that I'd heard some less than favourable things about this film before seeing it, I still hoped that it might be at least half decent because director Ryan Nicholson previously made the very decent 45 minute rape and revenge film 'Torched', but this film falls down simply because most of it is either ridiculous or boring. The film is obviously trying to hark back to the good old days of Grindhouse cinema (which Hostel did, successfully), but it really doesn't come off. Surprisingly, considering Nicholson's previous work in special effects - not even the gore is impressive...although it is a lot better than the acting! There's not much else I can say about this film...it's bad and not in a good way. Avoid it!",0,train
"I have been a fan of the Carpenters for a long time, read the biography, watched the specials, and saw the Karen Carpenter Story. This movie really didn't show the real Karen Carpenter. In the movie she seems to be a shy and a pretty much of loner (except for one girl friend). The real Karen Carpenter was much different. She was outgoing and friendly. She had lots of friends, especially Olive Newton-John. The movie doesn't even show Karen's attempts for a solo album and her meeting Phil Ramone and his wife Itchy ""Karen"". Itchy knew the real Karen Carpenter in New York. When Karen was in New York, she did see a psychologist, but it was voluntary and once a day and then she would leave to go to her hotel room. Also, Karen was taking pills to increase her thyroid, so she could loss weight, but stop taking them because the psychologist recommended her not too. Also, the Karen's husband in the movie is named Bob Knight, but in real life was named Tom Burris. Also, Karen wasn't divorced from Tom, but only separated. Karen was to sign the divorce papers on the day she died. Also, Agnes found Karen naked in the closet unciousness, unlike in the movie where she was dressed in white. The music was very good. That was the only thing I would recommend on seeing it.",0,test
"This has to be one of the best movies we have seen and we highly recommend it for it's exposure of the injustices of bigotry. Billy Wirth is an incomparable actor and truly awesome as Corby/White Wolf. However, felt the story would have been enhanced if his character had more scenes. This is a movie that can be watched over and over without tiring.",1,test
"This movie was so bad, outdated and stupid that I had rough times to watch it to the end. I had seen this Rodney guy in Natural Born Killers and I thought he was funny as hell in it, but this movie was crap. The ""jokes"" weren't funny, actors weren't funny, anything about it wasn't even remotely funny. Don't waste your time for this! Only positive things about this were the beautiful wives :) and Molly Shannon who I'm sure tried her best, but the script was just too awful. That's why I rated it ""2"" instead of ""1"", but it's definitely one of the worst films I've ever seen.",0,train
"1st watched 12/7/2002 - 3 out of 10(Dir-Steve Purcell): Typical Mary Kate & Ashley fare with a few more kisses. It looks to me like the girls are getting pretty tired of this stuff and it will be interesting what happens to them if they ever decide to split up and go there own ways. In this episode of their adventures they are interns in Rome for a `fashion' designer who puts them right into the mailroom to learn what working hard is all about(I guess..). Besides the typical flirtations with boys there is nothing much else except the Rome scenario until about ¾ way into the movie when it's finally revealed why they are getting fired, then re-hired, then fired again, then re-hired again. This is definetly made by people who don't understand the corporate world and it shows in their interpretation of it. Maybe the real world will be their next adventure(if there is one.). Even my kids didn't seem to care for this boring `adventure' in the make-believe. Let's see they probably only have a couple of years till their legal adults. We'll see what happens then.",0,train
"Just when you think that you've seen the worst the zombie sub-genre can offer, along comes another budding Romero and his team of no-talent mates to prove you wrong. I've suffered the Zombie Bloodbath trilogy, endured Death Valley: The Revenge of Bloody Bill, sat semi-comatose through The Zombie Diaries, and laughed hysterically during Zombie '90: Extreme Pestilence, and genuinely thought that amateur movie-making could sink no lower. However, having just watched Zombie Planet, a two hour long festering pile of drivel from writer/director George Bonilla, I think I have found the ultimate in awful zombie movies. In this dreadfully amateurish effort, which is part Mad Max and part Dawn of the Dead (but ALL bad), Frank Farhat stars as T. K. Kane, a tough fighter who kicks zombie ass for a hobby, armed only with knives, a machete, some concussion grenades, and what he obviously perceives to be a really mean glare. After a desperately unexciting opening sequence in which he takes on a horde of dodgy looking zombies, Kane teams up with a group of survivors who not only have to fend off attacks from the undead, but must also must placate a gang of vicious thugs who have taken control of the area (by searching for and handing over any valuables that they find). Of course, Kane isn't the type of man to take orders from a bunch of z-grade post-apocalyptic bully boys, and he sets about teaching the bad guys a lesson (mostly by glowering at them in a threatening manner), only pausing to periodically rescue pals from zombies. Featuring awful acting from almost everyone involved, a dreadful script, laughable effects, and shoddy production values, there is virtually nothing in this film to make it worth a watch. To be fair, I quite like the basic premise that the zombies are the unexpected result of a highly popular slimming drug that blocks cravings for carbohydrates (we learn this when one character conveniently explains the back-story to Kane, who strangely has no idea what has happened), but this is about the only vaguely interesting aspect of the whole production. I have a certain amount of respect for anyone who manages to fund and make their own movie, but when the results are this poor, that respect is lost when they decide to make it available for public viewing. I would've kept this one under wraps if I had made it.",0,test
"You know what kind of movie you're getting into when the serial killer main character is being transported to the electric chair (in what seems to be a bakery truck), only to have the prison vehicle collide with (and I'm not making this up) a genetic engineering tanker truck. The goo which spurts forth melts him, and fuses his DNA with the snow, creating our protagonist, the killer snowman. My favorite portion of the movie, however, is an over-the-shoulder shot of the snowman thrashing some poor schmuck, in which his hands look suspiciously like a couple of white oven-potholder gloves. Mmmmm, schlock...",0,train
"After seeing the previews I felt that this movie was going to be a nice improvement over that fast & furious series. So, I already expected it to have a lacking storyline, but at least this time it won't be loaded with a bunch of powerless civics with fart cans. Unfortunately, I was wrong. If you could only imagine a Fast & Furious movie with a worse story line than by all means this movie is for you. This is the absolute worst movie I had ever seen (I'm being nice - no I would not take baseball bat to my nuts like what others have said). Not only was the storyline non-existent, but the action was crap too. I guess the director thought that they could just throw bunch of females and exotic cars and then call it a movie. For an example, there is a point in the movie where the guy pushes the nos button and his Lamborghini takes off in the air and flies over a SLR McLaren to win. And after the bit where Eddy Griffin got in a fight with one of his ""girls"" (an Imus comment would work in this case) the girl asks to pull over and get out of the PLANE and of course they do in the middle of the desert. After this wonderful scene I couldn't take it anymore. So, I only got to see half of this monstrosity. This is the first movie I had ever walked out on. Afterwards, I had to stop for some drinks to kill all of my corrupted brain cells. I gave it a 1 because 0 is not an option. You're better off going to the local car show and stopping at a strip joint on the way home. I will keep all viewers in my prayers.",0,train
"George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via a horror-movie framework. It is, in my opinion, one of the best films of the 1970s, and it's downright criminal that the picture was basically stolen and distributed without Barry's knowledge (those responsible for this theft should be fed to the bed, ASAP). If you're looking for overt gore or rabid action, ""Death Bed: The Bed That Eats"" isn't the flick for you. ""Death Bed"" is a gentler, weirder drive-in picture; it plays like an utterly strange dream, half-remembered. I'd recommend reading Stephen Thrower's summation of ""Death Bed"" in Thrower's FAB Press book, ""Nightmare USA"" (he describes the movie's vibe perfectly). Whether intentional or not, I've noticed shades of ""Death Bed"" in everything from the ""Phantasm"" films to Michele Soavi's ""Cemetery Man"" to the magic-realism/slipstream fiction of authors such as Kelly Link. Barry is an original and in a fair world I'm sure he would've followed ""Death Bed"" with a number of fantastically bizarre films.",1,test
i completely agree with jamrom4.. this was the single most horrible movie i have ever seen.. holy crap it was terrible.. i was warned not to see it..and foolishly i watched it anyway.. about 10 minutes into the painful experience i completely gave up on watching the atrocity..but sat through until the end..just to see if i could.. well i did and now i wish i had not..it was disgusting..nothing happened and the ending was all preachy..no movie that bad has the right to survive..i implore all of you to spare yourself the terror of fatty drives the bus..if only i had heeded the same warning..please save yourself from this movie..i have a feeling those who rated it highly were involved in the making of the movie..and should all be wiped off the face of the planet..,0,train
"I've just seen this movie in a preview and I can only recommend to watch it. It was about 90 minutes long and when it was over I felt like it could go on for hours. The stories of the protagonists are so realistic and you feel really at home. The movie basically consists of dialogs but I wasn't bored a minute. 18 people of really different characters and each one of them acted out so well. I had to laugh, felt awkward, was sad and still felt happiness. All in all it is a movie that shows the different kinds of people in our society, the way they communicate and how love has changed and nowadays is handled as an economic thing. Dating becomes something that is similar to an audition. The whole audience loved it. So please watch it if there's a possibility. You'll love it!",1,test
"I really enjoyed this episode, which was a great surprise given the bad reputation it seems to have acquired. From a pure writing perspective, 'The 16mm shrine' is an absolute treat, with fantastic dialogue and character analysis, typical of Sterling. In particular I really enjoyed the philosophical indulgences of the episode, tackling themes of existence and reality, whilst balancing it with more psychological topics such as denial, pride, and desire. 'The sixteen-millimeter shrine' is an episode about how these ideas based around an unwillingness to accept change can seemingly alienate a person from the rest of the ever-changing world. It is also a fantastic example of cerebral Twilight Zone; one that explores the mind rather than the world outside it. These elements all come together very nicely to create a thought provoking and incredibly interesting 25 minutes. The episode is not without its faults however, which mainly lay in Lupino and Leisen shoes. Ironically, I felt Lupino was unconvincing throughout, with only a few scenes that could count as memorable. This of course being an absolute shame considering how well Sterling had written her character. Furthermore Leisen didn't seem to know what to do with most of his characters, sometimes having them stand around on set doing next to nothing -which probably explains why accepted the poor performances from Lupino half the time-. Thankfully Balsam does a good job of covering up a lot of weak spots, helping redeem the show from an acting perspective at least. As I said previously however, if you're a fan of classic film and cerebral science fiction, this shouldn't be as bad as it's sometimes made out to be. In addition to the writing that I mentioned above, the episode also features some fantastic photography (it still amazes me that the show looks this good nearly fifty years later!) and decent enough set-design. Overall 'The sixteen-millimeter shrine"" is a great episode and above all is certainly one to make you think.",1,train
"""They Are Among Us"" is poor science fiction at best. Mediocre acting bogs down this film. The plot holes are numerous. Aliens that somehow came to earth on a meteor and have been hiding among us for over 100 years, but need a plastic surgeon to make them appear human. In their alien form they supposedly have exo-skeletons (which is why they need the plastic surgery) but when you see them they have teeth and fingernails. The heroine's father ""disappeared"" after Project Blue Book closed, but was supposedly an F-16 pilot. And on and on. If you want to see an alien invasion movie, pick ""Invasion of the Body Snatchers"", and see how it is done right.",0,train
"Twelve Monkeys is an insane time-travelling, action packed movie that stars Bruce Willis who plays James Cole, a man who is sent back in time to collect information about the devastating plague that ensues in November of 1996. Unfortunately, he is sent back too far to the year 1990 where everyone believes that he is insane. This movie is thrilling and has great acting performances from Bruce Willis, Brad Pitt and Madeleine Stowe. Twelve monkeys is one of the greatest time travelling movies that I believe anybody can enjoy. Terry Gilliam has created a true masterpiece 10/10",1,train
"If you have a chance, see this Russian(how should I call them: gems, masterpieces,hidden treasures?), war movies like this one, or The dawns here are quiet, or Proverka na dorogah... And , right after that, watch again the American war movies, or the international productions, those one with the allies and the Germans,etc. Or, even worse, watch the Italian war movies. Everything from the west will seem shallow, contrived, ridiculous, in comparison with the Russian movies. I am sooooo stunned by the quality of the aforementioned Russian war movies that I cannot find the words to praise enough their shattering superiority over Anglo-Saxon war movies.",1,test
"Director/screenwriter Allan Burns seems to have patched two different scripts together before coming up with this minor outing: a comedy about infidelity and a melodrama about loss and sabotage. It results in a wincingly unfunny film. Christine Lahti plays a crass, cynical TV news reporter who makes friends with aerobics instructor Mary Tyler Moore and is soon having dinner with Moore and her family--only to discover Mary's husband (Ted Danson) is Lahti's secret affair! Burns has a strange, stop-and-start rhythm to his dialogue which is neither realistic nor effective (just increasingly annoying, because nothing important ever seems to get said). Rail-thin Moore, looking alarmingly frail in her leotard, has a radiant smile but doesn't convince as Danson's wife, and Danson gets stuck with a paltry, thankless role (he's just there to be a cad). The movie attempts to cover all the bases in a classic case of overreaching (woman's role in the workplace, the TV news-biz, the cheating family man, the working wife and mother who wants more, a woman's need for female friendships, et al), but nothing substantial comes out of these ideas since Burns only half-heartedly examines the issues. As a writer, he is surprisingly free of punchlines, but is devoid of a purpose as well, and the heavy plotting just gets all fouled up. *1/2 from ****",0,test
"I was born in 1982. Most of my childhood memories are in the extreme late 80's and 90's. I watched the Groove Tube for the first time in 2001, when I was 19. And I found it hilarious. So for anybody who thinks that something ""dated"" can't be quite funny 30 years later....think again! It's funny even if you have no idea what the 70's were like, and the thought of bell-bottom pants make you cringe. Who can argue with a Bozo the Clown type who reads adult literature? There is plenty to laugh at. The scrotal puppet show at the end is the best.",1,train
"Where is it written that sequels must suck? Scream 2 didn't! Others didn't! But this one sure did... problems include horrible actors (only Christopher Walken could act in the entire film), bad writing (you will never understand what's going on and I even have done research on the idea of Nephilim before), and just horrible choices for casting. Eric Roberts makes the stupidest Archangel Michael that I have ever seen in my life! Avoid it like the plague unless you are desperate to see Christopher Walken. In that case just fast-forward to the parts where he is in the film, and avoid the others. Yech!!!",0,train
"Sure, he became rapidly uneven after this film, but from ""Knife In the Water"" up till ""The Tenant"", Roman Polanski could always be counted on to deliver something fascinating and unique. Despite many running themes (alienation, paranoia), no two of his films are really alike. The story of this is somewhat similar to his own ""Repulsion"" from ten years earlier, but the tone is completely different. ""The Tenant"" manages to balance darker than dark absurdity (I'm a bit hesitant on calling it humor, even though the protagonists bizarre behavior and dialog was occasionally funny) with some truly suspenseful paranoia. Polanski was always a master at building unease, and moments in this film are almost unbearably creepy. The overall weirdness of the film is also a plus. In addition to Polanski's exquisite as usual direction, the rest of the cast and crew offer great contributions. Polanski the actor is often overshadowed by Polanski the director, but his performance here truly captures his characters awkwardness and sense of being an outcast. The themes of social discrimination make this film more than just strangeness for the sake of being strange. The rest of the cast offers strong performances also, especially Isabelle Adjani's sympathetic turn, and Melyvn Douglas and Shelley Winters' appropriately annoying ones. ""The Tenant"" is often underrated because of how ready people are to heap praise on both ""Repulsion"" and ""Rosemary's Baby"", but its just as brilliant as either of those classics. (9/10)",1,train
"""The Gay Desperado"" is wonderful throughout. The banter between Leo Carrillo and Harold Huber is as funny as anything you would hear in a movie today. Best line? ""That would be my third choice!"" ""Diego"" is obviously the archetype for Kevin Smith's ""Silent Bob"". Lucien N. Andoit's black and white cinematography (particularly with the banditos' shadows) was striking. All I can say about Ida Lupino is, ""Thank God for DVD!"" You can go right to the scene where she is trying on sombreros and serapes and watch her standing in front of that mirror over and over again. Lest I forget, that Nino Martini guy sings real purty, too.",1,test
"WHITE FIRE was recommended to me by a guy who owns it on two separate DVD releases and on VHS. He claimed it's one of the funniest and coolest low budget actioners ever made. I generally don't watch movies knowing that they're going to be bad, but I made an exception for this one... and I was very glad that I did. It's filled to the brim with action (much of it surprisingly, graphically gory), sleaze (isolated to nudity with a key female character, but there's so much of it in one scene that it becomes hilarious) and outrageously awkward dialogue, all of which adds to the laughter-inducing tone of the film. Ginty, the unusual looking star of THE EXTERMINATOR (and countless other low budget action turds) is amusing in the lead, giving the best performance he could muster. Williamson is better than usual, clearly hamming it up with unparalleled glee (and he doesn't come in until midway through). The rest of the cast is also fun to watch, particularly the villains, one of whom is a sadistic sexpot who speaks with an accent that appears to be a mish-mash of Spanish and Italian. She's priceless. Again, I can't stress enough how gory it was. It's not so bloody that it's nauseating, but it's uncommonly violent in parts with some meaty squibs going off in the shootouts and it has a grueling torture sequence that no man will soon forget. Also, when Ginty is being swarmed by a pack of bad guys, he conveniently gets a hold of a chainsaw and the splatter moments that follow will have any and all action fans cheering and spilling their beers. Don't miss WHITE FIRE. It's a rollicking - if mind-numbingly stupid - action classic.",1,train
"I went to see the Omega Code with a group of other Christians totaling about 15 people. We all expected a good piece of Christian film-making. What we got was an excruciatingly painful, drawn-out, and pretty boring attempt at a film. It has good looking production values but also has poor acting, a weak script with lousy dialogue, and no real sense of direction. From the first 15 minutes we all knew it would be a long night. We all hated it, and some people in our group placed this movie as reeking of more cheese than ""Anaconda."" None of us could believe that the movie lasted less than 2 hours. Flashy effects and crisp looking cinematography can't save this bad, bad movie. I'd give it a 3 out of 10, and the rating is only that high because I rented the abominable ""movie"" Werewolf (1996) the night before I saw this movie.",0,train
"There are few films that leave me with the feeling that Gregor Jordan's 'Ned Kelly' film did. Initially I had heard only half hearted recommendations, and decided to see it for myself. Since then, I have acquired both the video and soundtrack, and have to say that after several viewings, I am still very impressed with the underlying character of this film. It is also wonderful to see something Australian! I appreciate its down to earth quality, that if you ask me is a rarity, as well as the absence of tackiness that takes away from so many films. This film proves that you don't necessarily require fancy costumes and a glamorous set that absorbs how many millions of dollars to make a point. The cast was a bonus, including a variety of well known, and might I add, good looking people who did well to slip into the role of such unique characters. It is interesting to note, that much of the criticism regarding this film has been about who played what, and how they only said so many lines. However, if any criticism is due, it should constructively focus on the fact that a number of basic elements of the original events were excluded. In reality, these functioned to made it the hallmark that it is in Australian history. For example, on a closer examination it can be discovered that there was much, much more to the relationship between Joe Byrne and Aaron Sheritt, and that this was in fact responsible for many more of the final outcomes for the gang than were explored in the film. Also overlooked was the fact that it was not only Aaron Sheritt's efforts alone, that provided the Victorian police with their insights into the unfolding mystery. Yes, this is their interpretation of the story, and it is understandable that true stories require sensationalism and at times the modification of the original plot to grab the viewers attention. I feel that in this case, this is the only limitation. However, I can accept that perhaps historical accuracy is only of significance to those who have a particular interest in the realistic events behind a situation. It certainly inspired me to look more closely. So, watch it and decide for yourself. You might not like it at all, thats your opinion, and thats fine. Maybe it is a film that appeals largely to an Australian audience? For me, I'd call it a breath of fresh air!",1,train
"Made by french brothers Jules and Giddeon Naudet, and narrated by Robert De Niro and Firefighter James Hanlon this is a compelling and heartbreaking tale of how New York's finest shone on it's darkest day. I first saw this when I was a young naive 12 year old, and at that age it still touched me. Knowing how serious 9/11 really was seeing this expanded the whole effect of 9/11. We were finding out who the heroes were, how there everyday lives were composed, and how they put their lives on the line in a situation where most people would just run and save their selves. These brave men put their lives on the line and watching this just increases my admiration for them. Watch if you can,this is the best documentary I have personally ever seen.",1,train
"Director Nico Mastorakis has made a cynical cash-grabber (by his own admission) that is too cynical to impress anybody but a sophomore genre fan. The most extreme, confronting genre pics, to paraphrase a character in VIDEODROME, ""have a philosophy""; that is what makes them dangerous. ISLAND OF DEATH's philosophy is to throw many ""shocking"" elements into a cinematic mix and stir slowly. The result is a dish with no taste but an ugly appearance. Not to be confused with Serrador's brilliant WHO COULD KILL A CHILD? (sometimes called ISLAND OF DEATH), Mastorakis's effort is set on a Greek island which is a stage for various forms of slaughter, a little bestiality and some wholesale perversion. Everything moves at a snailish pace and the violent set pieces are poorly directed. Touted as ""The movie that the censors didn't want you to see"", I'd hazard a guess that the censors never saw it, they simply read the presskit until their knees jerked upwards.",0,test
"Even after all these years, this remain ""a perfect movie"" for me. I still remember sitting for a long time in the theater after it was over, stunned by the experience, overcome by emotion. I own the DVD (of course!) is see at least once a year. It's incomparable and I cannot add much to has already been written about its excellence and beauty. So glad others love it as much as I do! A note: the author of the book on which it's based - Michael Ondatje - was enchanted with the film and is quoted as saying he wished he had thought of some of the lovely scenes written purely for the movie...the way Kip ""invites"" Hana to his side with a trail of small candles, and the way he arranges for Hana to view the frescoes in the ruined medieval church.",1,test
"After being sent to prison for no less then 10 nor more then 40 years for being busted with drugs and refusing to give up her accomplishes, Jackie (Erica Gavin of Russ Meyer's ""Vixen"" and ""Beyond the Valley of the Dolls"", in her last film role) has to get accustomed to life in the big 'doll' house, or at least try to, in this early film by Jonathan Demme. Due to it's tawdry nature and sheer watchability, I would also rank this as one of his best films, right below ""Silence of the Lambs"" and ""Stop Making Sense"", but so far above any of his other movies. This minor classic is just campy, sleazy, and fun enough to be an amazingly good guilty pleasure and thankfully never once goes overboard into all out parody of the Women In Prison genre. It ALMOST washed out the rancid bad taste of the ludicrously preachy ""Philidelphia"" from my mouth. However, the film is not without it's downfalls (the 'un'talent show is a HUGE chore to sit through and goes on far too long, Barbera Steele is sadly wasted, among other small things) But don't let those gripes stop you from watching an otherwise enjoyable movie. My Grade: B- DVD Extras: 5 minute Roger Corman interview; Cast & crew Bios; Original Trailer; and Trailers for ""Candy Stripe Nurses"" (with nudity), ""Big Bad Mama 2"", ""Big Doll House"" (with nudity), & ""Crazy Mama"" Eye Candy: Juanita Brown, Cheryl ""Rainbeaux"" Smith, Erica Gavin, Roberta Collins, Ella Reid, Lynda Gold, and some others all show skin",1,train
"La Maman et la Putain has to be watched as a movie that is both related to the time it was released (post-68) and eternal in many respects. True, the actors don't ""act"" ... True, they talk a lot... But what they talk about is just what makes life worth living... or dying. The very long monologue spoken by Françoise Lebrun is perhaps the most accurate and moving text that was ever written about womanhood, manhood and love. Not easy to translate accurately, though. This movie is a statement about the difficulty of being a man and a woman (or two women in this case). And IMHO, Jean Pierre Léaud is one of the greatest French actors.",1,train
"Writer/Director Peter Greenaway cements his title as the High Lord of Art House Pretension with his latest exercise in obnoxious self-indulgence, 8 ½ Women. The film follows a wealthy Englishman and his son on their mutual quest for sexual satisfaction, as they lure and blackmail women (guess how many) into joining their personal collection of concubines. Think of any possible way that this premise could be offensive, and chances are Greenaway's done it. The female characters are little more than a catalogue of fetishes for the two protagonists to partake of. There's the Kabuki-obsessed Mio, the ever-pregnant Giaconda and Beryl, who's got a thing for farm animals. Giulietta has no legs and uses a wheelchair, she's the ""half woman,"" get it? Greenaway vehemently denies all accusations of misogyny, but if this isn't it, then what is? The film goes on to eroticize anything and everything having to do with Japan, a continuation of themes from his snore-worthy (but less sexist) 1996 film, The Pillow Book. But where the The Pillow Book was erotic and graceful, 8 ½ Women just gets horny and exploitative. Greenaway's work is tasteless and arrogant in its fetishism, and the only person likely to enjoy watching it is the auteur himself.",0,train
"52-Pick Up never got the respect it should have. It works on many levels, and has a complicated but followable plot. The actors involved give some of their finest performances. Ann-Margret, Roy Scheider, and John Glover are perfectly cast and provide deep character portrayals. Notable too are Vanity, who should have parlayed this into a serious acting career given the unexpected ability she shows, and Kelly Preston, who's character will haunt you for a few days. Anyone who likes action combined with a gritty complicated story will enjoy this.",1,train
"I almost made a fool of myself when I was going to start this review by saying "" This movie reminded me of BILLY ELLIOT "" but then I looked up the resume of screenwriter Lee Hall only to find out that he was the guy who wrote BILLY ELLIOT so it's Mr Hall who's making a fool of himself not me Am I being a bit cruel on him ? No because Lee has something most other aspiring screenwriters from Britain don't have - He has his foot in the door , he has previously written a successful British movie that won awards and made money at the box office and what does he do next ? He gives the audience more of the same Young Jimmy Spud lives on some kitchen sink estate . He is bullied at school and no one loves him . The only thing keeping him going is that he has aspirations to be a ballet dancer . No actually he has aspirations to be an angel but considering his household he may as well be a ballet dancer . He has a macho waster of a father who thinks "" Ballet dancers are a bunch of poofs while his granddad says "" Ballet dancers are as tough as any man you could meet . I remember seeing the Bolshoi ballet ... "" Yup Ballet is a main talking point on a run down British council estate those days - NOT . Come to think of it neither is left wing politics which seems to be the sole preserve of middle class do gooders who live in nice big houses , so right away everything about this set up feels ridiculously false Another major criticism is that this is a film that has no clue who it's trying to appeal to . I have often criticised Channel 4 for broadcasting movies at totally inappropriate times ( THE LAND THAT TIME FORGOT at 6 am for example ) but they showed this at 2 am and for once they've got it spot on . Considering the story involves politics , ballet dancing ( Gawd I hate it ) lung cancer and poverty there's no way this can be deemed suitable for a family audience but since the main protagonist is an 11 year old child and features angels and ballet dancers ( Don't blame me if I seem obsessed with the subject - there was no need to refer to them ) there's not much here for an intelligent adult audience either . Of course if Lee Hall had been told at the script development stage by the producers that he should write a story featuring a schoolboy and an angel and had flatly refused saying that he wanted to write about other themes and stories then I will apologise but throughout the movie you do get the feeling that once the film was completed it was going to be marketed to the exact same audience who enjoyed BILLY ELLIOT",0,train
